symbol,cvm_code,long_name,short_name,floatShares,website,sectorKey,sector,industry,country,fax,cep,CVM_CODE
CMIN3.SA,"953    25585
Name: CD_CVM, dtype: int64",CSN Mineração S.A.,CSNMINERACAOON      N2,478266693.0,https://ri.csnmineracao.com.br,Basic Materials,Basic Materials,Steel,Brazil,,04538-132,25585.0
COCE3.SA,,Companhia Energética do Ceará - COELCE,COELCE      ON,11408916.0,https://www.enel.com.br/pt/investidores.html,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,14869.0
COCE5.SA,,Companhia Energética do Ceará - COELCE,COELCE      PNA,11408916.0,https://www.enel.com.br/pt/investidores.html,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,14869.0
COGN3.SA,"770    17973
Name: CD_CVM, dtype: int64",Cogna Educação S.A.,COGNA ON    ON      NM,1871956123.0,https://www.cogna.com.br,Consumer Defensive,Consumer Defensive,Education & Training Services,Brazil,,,17973.0
CPFE3.SA,"933    18660
934    18660
935    20540
936    20540
Name: CD_CVM, dtype: int64",CPFL Energia S.A.,CPFL ENERGIAON      NM,187713771.0,https://www.cpfl.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,13087-397,18660.0
CPLE3.SA,,Companhia Paranaense de Energia - COPEL,COPEL       ON      N2,1682335001.0,https://www.copel.com,Utilities,Utilities,Utilities - Diversified,Brazil,55 41 3331 4145,81200-240,14311.0
CPLE5.SA,,Companhia Paranaense de Energia - COPEL,COPEL       PNA     N2,1682335001.0,https://www.copel.com,Utilities,Utilities,Utilities - Diversified,Brazil,55 41 3331 4145,81200-240,14311.0
CPLE6.SA,,Companhia Paranaense de Energia - COPEL,COPEL       PNB     N2,1682335001.0,https://www.copel.com,Utilities,Utilities,Utilities - Diversified,Brazil,55 41 3331 4145,81200-240,14311.0
CRFB3.SA,"163    24171
164    24171
Name: CD_CVM, dtype: int64",Atacadão S.A.,CARREFOUR BRON  EJ  NM,505182354.0,https://www.grupocarrefourbrasil.com.br,Consumer Cyclical,Consumer Cyclical,Department Stores,Brazil,,02170-901,24171.0
CRPG3.SA,"2474    11398
Name: CD_CVM, dtype: int64",Tronox Pigmentos do Brasil S.A.,CRISTAL     ON,7878300.0,https://www.tronox-al.com.br,Basic Materials,Basic Materials,Chemicals,Brazil,,42829-710,11398.0
CRPG5.SA,"2474    11398
Name: CD_CVM, dtype: int64",Tronox Pigmentos do Brasil S.A.,CRISTAL     PNA,7878300.0,https://www.tronox-al.com.br,Basic Materials,Basic Materials,Chemicals,Brazil,,42829-710,11398.0
CRPG6.SA,"2474    11398
Name: CD_CVM, dtype: int64",Tronox Pigmentos do Brasil S.A.,CRISTAL     PNB,7878300.0,https://www.tronox-al.com.br,Basic Materials,Basic Materials,Chemicals,Brazil,,42829-710,11398.0
CSAN3.SA,"928    19836
Name: CD_CVM, dtype: int64",Cosan S.A.,COSAN       ON      NM,510482336.0,https://www.cosan.com.br,Energy,Energy,Oil & Gas Refining & Marketing,Brazil,,04538-132,19836.0
CSED3.SA,"948    25526
Name: CD_CVM, dtype: int64",Cruzeiro do Sul Educacional S.A.,CRUZEIRO EDUON      NM,45174113.0,https://www.cruzeirodosuleducacional.com.br,Consumer Defensive,Consumer Defensive,Education & Training Services,Brazil,,03071-000,25526.0
CSMG3.SA,"810    19445
811    19445
Name: CD_CVM, dtype: int64",Companhia de Saneamento de Minas Gerais,COPASA      ON  EJ  NM,188930939.0,https://www.copasa.com.br,Utilities,Utilities,Utilities - Regulated Water,Brazil,,30330-270,19445.0
CSNA3.SA,,Companhia Siderúrgica Nacional,SID NACIONALON,604909885.0,https://www.csn.com.br,Basic Materials,Basic Materials,Steel,Brazil,,04538-132,4030.0
CTKA3.SA,"1534    4146
Name: CD_CVM, dtype: int64",Karsten S.A.,KARSTEN     ON,841325.0,https://www.karsten.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,89074-700,4146.0
CTKA4.SA,"1534    4146
Name: CD_CVM, dtype: int64",Karsten S.A.,KARSTEN     PN,841325.0,https://www.karsten.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,89074-700,4146.0
CTNM3.SA,,Companhia de Tecidos Norte de Minas,COTEMINAS   ON,12735882.0,https://www.coteminas.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,55 38 4009 5050,39404-005,3158.0
CTNM4.SA,,Companhia de Tecidos Norte de Minas,COTEMINAS   PN,12735882.0,https://www.coteminas.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,55 38 4009 5050,39404-005,3158.0
CTPC3.SA,,Companhia de Tecidos Norte de Minas,COTEMINAS   PN,12735882.0,https://www.coteminas.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,55 38 4009 5050,39404-005,3158.0
CTSA3.SA,,Companhia Tecidos Santanense Ltda.,SANTANENSE  ON,12088198.0,https://www.santanense.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,39404-006,4081.0
CTSA4.SA,,Companhia Tecidos Santanense Ltda.,SANTANENSE  PN,12088198.0,https://www.santanense.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,39404-006,4081.0
CURY3.SA,"962    25100
Name: CD_CVM, dtype: int64",Cury Construtora e Incorporadora S.A.,CURY S/A    ON      NM,132117663.0,https://cury.net,Real Estate,Real Estate,Real Estate - Development,Brazil,,,25100.0
CVCB3.SA,"963    23310
964    23310
Name: CD_CVM, dtype: int64",CVC Brasil Operadora e Agência de Viagens S.A.,CVC BRASIL  ON      NM,497690093.0,https://www.cvc.com.br,Consumer Cyclical,Consumer Cyclical,Travel Services,Brazil,,09080-370,23310.0
CXSE3.SA,"496    23795
Name: CD_CVM, dtype: int64",Caixa Seguridade Participações S.A.,CAIXA SEGURION      NM,517500000.0,https://www.caixaseguridade.com.br,Financial Services,Financial Services,Insurance - Diversified,Brazil,,,23795.0
CYRE3.SA,,Cyrela Brazil Realty S.A. Empreendimentos e Participações,CYRELA REALTON      NM,265784965.0,https://www.cyrela.com.br,Consumer Cyclical,Consumer Cyclical,Residential Construction,Brazil,,04552-000,14460.0
DASA3.SA,,Diagnósticos da América S.A.,DASA        ON      NM,672948558.0,https://www.dasa3.com.br,Healthcare,Healthcare,Diagnostics & Research,Brazil,,06455-010,19623.0
DESK3.SA,"986    26026
Name: CD_CVM, dtype: int64",Desktop S.A.,DESKTOP     ON      NM,49638432.0,https://desktop.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,13171-105,26026.0
DEXP3.SA,"990    16632
Name: CD_CVM, dtype: int64",Dexxos Participações S.A.,DEXXOS PAR  ON  ED  N1,53857990.0,https://www.dexxos.com.br,Basic Materials,Basic Materials,Chemicals,Brazil,,20021-290,16632.0
DEXP4.SA,"990    16632
Name: CD_CVM, dtype: int64",Dexxos Participações S.A.,DEXXOS PAR  PN  ED  N1,53857990.0,https://www.dexxos.com.br,Basic Materials,Basic Materials,Chemicals,Brazil,,20021-290,16632.0
DIRR3.SA,"1003    21350
Name: CD_CVM, dtype: int64",Direcional Engenharia S.A.,DIRECIONAL  ON      NM,123836798.0,https://direcional.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,30150-270,21350.0
DMFN3.SA,,"DM Financeira S.A. - Crédito, Financiamento e Investimento",DMFINANCEIRAON,60927927.0,https://www.finansinos.com.br,Financial Services,Financial Services,Credit Services,Brazil,,93510-365,6076.0
DMVF3.SA,"969    25046
Name: CD_CVM, dtype: int64",d1000 Varejo Farma Participações S.A.,D1000VFARMA ON      NM,14891404.0,https://www.d1000varejofarma.com.br/ri,Healthcare,Healthcare,Pharmaceutical Retailers,Brazil,,,25046.0
DOHL3.SA,,Döhler S.A.,DOHLER      ON,19225293.0,https://www.dohler.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,89219-902,5207.0
DOHL4.SA,,Döhler S.A.,DOHLER      PN,19225293.0,https://www.dohler.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,89219-902,5207.0
DOTZ3.SA,"1018    25836
Name: CD_CVM, dtype: int64",Dotz S.A.,DOTZ SA     ON      NM,3623309.0,https://dotz.com.br,Communication Services,Communication Services,Advertising Agencies,Brazil,,534-011,25836.0
DTCY3.SA,"1025    18597
1026    18597
Name: CD_CVM, dtype: int64",DTCOM - Direct to Company S.A.,"DTCOM,DIRECTON",1758830.0,https://dtcom.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,83420-000,18597.0
DXCO3.SA,"988    21091
989    21091
Name: CD_CVM, dtype: int64",Dexco S.A.,DEXCO       ON  EJ  NM,306091941.0,https://ri.dex.co,Basic Materials,Basic Materials,Lumber & Wood Production,Brazil,,01310-942,21091.0
EALT3.SA,"1064    5380
Name: CD_CVM, dtype: int64",Electro Aço Altona S.A.,ACO ALTONA  ON,10003950.0,https://www.altona.com.br,Industrials,Industrials,Metal Fabrication,Brazil,,89030-900,5380.0
EALT4.SA,"1064    5380
Name: CD_CVM, dtype: int64",Electro Aço Altona S.A.,ACO ALTONA  PN,10003950.0,https://www.altona.com.br,Industrials,Industrials,Metal Fabrication,Brazil,,89030-900,5380.0
ECOR3.SA,"1043    19453
Name: CD_CVM, dtype: int64",EcoRodovias Infraestrutura e Logística S.A.,ECORODOVIAS ON      NM,334405992.0,https://www.ecorodovias.com.br,Industrials,Industrials,Infrastructure Operations,Brazil,55 11 3787 2668,04547-005,19453.0
EGIE3.SA,"1127    17329
1128    17329
1129    17329
Name: CD_CVM, dtype: int64",Engie Brasil Energia S.A.,ENGIE BRASILON  EJ  NM,255238516.0,https://www.engie.com.br,Utilities,Utilities,Utilities - Renewable,Brazil,,88025-255,17329.0
EKTR3.SA,"1069    17485
Name: CD_CVM, dtype: int64",Elektro Redes S.A.,ELEKTRO     ON,623905.0,https://www.elektro.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,17485.0
EKTR4.SA,"1069    17485
Name: CD_CVM, dtype: int64",Elektro Redes S.A.,ELEKTRO     PN  EJ,623905.0,https://www.elektro.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,17485.0
ELET3.SA,,Centrais Elétricas Brasileiras S.A. - Eletrobrás,ELETROBRAS  ON      N1,1193525939.0,https://www.eletrobras.com,Utilities,Utilities,Utilities - Renewable,Brazil,,20091-005,2437.0
ELET5.SA,,Centrais Elétricas Brasileiras S.A. - Eletrobrás,ELETROBRAS  PNA     N1,1193525939.0,https://www.eletrobras.com,Utilities,Utilities,Utilities - Renewable,Brazil,,20091-005,2437.0
ELET6.SA,,Centrais Elétricas Brasileiras S.A. - Eletrobrás,ELETROBRAS  PNB     N1,1193525939.0,https://www.eletrobras.com,Utilities,Utilities,Utilities - Renewable,Brazil,,20091-005,2437.0
ELMD3.SA,"1073    25569
Name: CD_CVM, dtype: int64",Eletromidia S.A.,ELETROMIDIA ON      NM,35501076.0,https://www.eletromidia.com.br,Communication Services,Communication Services,Advertising Agencies,Brazil,,04542-200,25569.0
EMAE4.SA,,Empresa Metropolitana de Águas e Energia S.A.,EMAE        PN,7775514.0,https://emae.com.br,Utilities,Utilities,Utilities - Diversified,Brazil,,04576-010,16993.0
EMBR3.SA,"1095    20087
Name: CD_CVM, dtype: int64",Embraer S.A.,EMBRAER     ON      NM,694867317.0,https://embraer.com,Industrials,Industrials,Aerospace & Defense,Brazil,,05425-070,20087.0
ENEV3.SA,"1123    21237
Name: CD_CVM, dtype: int64",Eneva S.A.,ENEVA       ON      NM,2918068681.0,https://www.eneva.com.br,Utilities,Utilities,Utilities - Diversified,Brazil,,22250-040,21237.0
ENGI11.SA,"1113     5576
1114    14605
1115     3271
1116    21938
1117    15253
1118    18996
1119    24864
1120    24864
1121    24589
Name: CD_CVM, dtype: int64",Energisa S.A.,ENERGISA    UNT     N2,1379208304.0,https://www.energisa.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,55 32 3429 6317,36770-901,5576.0
ENGI3.SA,"1113     5576
1114    14605
1115     3271
1116    21938
1117    15253
1118    18996
1119    24864
1120    24864
1121    24589
Name: CD_CVM, dtype: int64",Energisa S.A.,ENERGISA    ON      N2,1379208304.0,https://www.energisa.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,55 32 3429 6317,36770-901,5576.0
ENGI4.SA,"1113     5576
1114    14605
1115     3271
1116    21938
1117    15253
1118    18996
1119    24864
1120    24864
1121    24589
Name: CD_CVM, dtype: int64",Energisa S.A.,ENERGISA    PN      N2,1379208304.0,https://www.energisa.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,55 32 3429 6317,36770-901,5576.0
ENJU3.SA,"1131    25259
Name: CD_CVM, dtype: int64",Enjoei S.A.,ENJOEI      ON      NM,128832528.0,https://www.enjoei.com.br,Consumer Cyclical,Consumer Cyclical,Internet Retail,Brazil,,04543-900,25259.0
ENMT3.SA,,Energisa Mato Grosso - Distribuidora de Energia S/A,ENERGISA MT ON,218941939.0,https://www.energisa.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,78.0109-00,14605.0
ENMT4.SA,,Energisa Mato Grosso - Distribuidora de Energia S/A,ENERGISA MT PN,218941939.0,https://www.energisa.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,78.0109-00,14605.0
EPAR3.SA,,Embpar Participacoes S.A.,EMBPAR S/A  ON  ED,4533662.0,https://www.battistella.com.br,Basic Materials,Basic Materials,Lumber & Wood Production,Brazil,,83015-140,15458.0
EQMA3B.SA,"1143    16608
Name: CD_CVM, dtype: int64",Equatorial Maranhão Distribuidora de Energia S.A.,EQUATORIAL MARANHA,2439773.0,https://www.ri.equatorialenergia.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,16608.0
EQPA3.SA,"1144    18309
Name: CD_CVM, dtype: int64",Equatorial Pará Distribuidora de Energia S.A.,EQTL PARA   ON,55293122.0,https://pa.equatorialenergia.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,66823-010,18309.0
EQPA5.SA,"1144    18309
Name: CD_CVM, dtype: int64",Equatorial Pará Distribuidora de Energia S.A.,EQTL PARA   PNA,55293122.0,https://pa.equatorialenergia.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,66823-010,18309.0
EQPA6.SA,"1144    18309
Name: CD_CVM, dtype: int64",Equatorial Pará Distribuidora de Energia S.A.,EQTL PARA   PNB,55293122.0,https://pa.equatorialenergia.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,66823-010,18309.0
EQPA7.SA,"1144    18309
Name: CD_CVM, dtype: int64",Equatorial Pará Distribuidora de Energia S.A.,EQTL PARA   PNC,55293122.0,https://pa.equatorialenergia.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,66823-010,18309.0
EQTL3.SA,"1142    25577
1143    16608
1144    18309
1145    20010
1146    24457
1147    24481
Name: CD_CVM, dtype: int64",Equatorial S.A.,EQUATORIAL  ON      NM,1150181000.0,https://www.equatorialenergia.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,70308-200,25577.0
ESPA3.SA,"1782    25445
Name: CD_CVM, dtype: int64",MPM Corpóreos S.A.,ESPACOLASER ON      NM,135287882.0,https://ri.espacolaser.com.br,Consumer Cyclical,Consumer Cyclical,Personal Services,Brazil,,,25445.0
ESTR4.SA,,Manufatura de Brinquedos Estrela S.A.,ESTRELA     PN,5531054.0,https://www.estrela.com.br,Consumer Cyclical,Consumer Cyclical,Leisure,Brazil,,5423180,8427.0
ETER3.SA,"1157    5762
Name: CD_CVM, dtype: int64",Eternit S.A.,ETERNIT     ON      NM,58170685.0,https://www.eternit.com.br,Industrials,Industrials,Building Products & Equipment,Brazil,,05423-040,5762.0
EUCA3.SA,,Eucatex S.A. Indústria e Comércio,EUCATEX     ON      N1,8240351.0,https://www.eucatex.com.br,Industrials,Industrials,Building Products & Equipment,Brazil,,04543-900,5770.0
EUCA4.SA,,Eucatex S.A. Indústria e Comércio,EUCATEX     PN      N1,8240351.0,https://www.eucatex.com.br,Industrials,Industrials,Building Products & Equipment,Brazil,,04543-900,5770.0
EVEN3.SA,"1163    20524
Name: CD_CVM, dtype: int64",Even Construtora e Incorporadora S.A.,EVEN        ON      NM,198847036.0,https://www.even.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,01455-000,20524.0
EZTC3.SA,,EZTEC Empreendimentos e Participações S.A.,EZTEC       ON      NM,17301731.0,https://www.eztec.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,04501-002,20770.0
FESA3.SA,,Cia de Ferro Ligas da Bahia S.A. - FERBASA,FERBASA     ON  EJ  N1,162837641.0,https://www.ferbasa.com.br,Basic Materials,Basic Materials,Steel,Brazil,,41820-022,3069.0
FESA4.SA,,Cia de Ferro Ligas da Bahia S.A. - FERBASA,FERBASA     PN  EJ  N1,162837641.0,https://www.ferbasa.com.br,Basic Materials,Basic Materials,Steel,Brazil,,41820-022,3069.0
FHER3.SA,"1189    20621
Name: CD_CVM, dtype: int64",Fertilizantes Heringer S.A.,FER HERINGERON      NM,15627230.0,https://www.heringer.com.br,Basic Materials,Basic Materials,Agricultural Inputs,Brazil,,13148-906,20621.0
FIEI3.SA,"1203    20630
Name: CD_CVM, dtype: int64",Fica Empreendimentos Imobiliarios S.A,FICA        ON,624261.0,https://www.cr2.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,,20630.0
FIQE3.SA,"2507    26050
Name: CD_CVM, dtype: int64",Unifique Telecomunicações S.A.,UNIFIQUE    ON      NM,90355976.0,https://unifique.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,89120-000,26050.0
FLRY3.SA,"1221    21881
Name: CD_CVM, dtype: int64",Fleury S.A.,FLEURY      ON  EJ  NM,360869421.0,https://ri.fleury.com.br,Healthcare,Healthcare,Diagnostics & Research,Brazil,,04703-003,21881.0
FRAS3.SA,"1239    6211
Name: CD_CVM, dtype: int64",Fras-le S.A.,"FRAS,LE     ON  EJ  N1",60626061.0,https://ri.fras-le.com.br,Consumer Cyclical,Consumer Cyclical,Auto Parts,Brazil,,95115-550,6211.0
FRIO3.SA,"1723    20613
Name: CD_CVM, dtype: int64",Metalfrio Solutions S.A.,METALFRIO   ON      NM,2429024.0,https://www.metalfrio.com.br,Consumer Cyclical,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Brazil,,04186-220,20613.0
GEPA3.SA,"2100    18368
2101    18368
Name: CD_CVM, dtype: int64",Rio Paranapanema Energia S.A.,GER PARANAP ON  EJ,3596964.0,https://www.paranapanemaenergia.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,04551-060,18368.0
GEPA4.SA,"2100    18368
2101    18368
Name: CD_CVM, dtype: int64",Rio Paranapanema Energia S.A.,GER PARANAP PN  EJ,3596964.0,https://www.paranapanemaenergia.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,04551-060,18368.0
GFSA3.SA,"1254    16101
Name: CD_CVM, dtype: int64",Gafisa S.A.,GAFISA      ON      NM,60960698.0,https://www.gafisa.com.br,Consumer Cyclical,Consumer Cyclical,Residential Construction,Brazil,,04543-900,16101.0
GGBR3.SA,"1278    3980
1729    8656
1730    8656
Name: CD_CVM, dtype: int64",Gerdau S.A.,GERDAU      ON      N1,1380463539.0,https://www2.gerdau.com,Basic Materials,Basic Materials,Steel,Brazil,,05425-070,3980.0
GGBR4.SA,"1278    3980
1729    8656
1730    8656
Name: CD_CVM, dtype: int64",Gerdau S.A.,GERDAU      PN      N1,1380463539.0,https://www2.gerdau.com,Basic Materials,Basic Materials,Steel,Brazil,,05425-070,3980.0
GGPS3.SA,"1297    25712
Name: CD_CVM, dtype: int64",GPS Participações e Empreendimentos S.A.,GPS         ON      NM,388369454.0,https://gpssa.com.br,Industrials,Industrials,Specialty Business Services,Brazil,55 11 2197 8888,05345-000,25712.0
GMAT3.SA,"1311    25186
1312    25186
Name: CD_CVM, dtype: int64",Grupo Mateus S.A.,GRUPO MATEUSON      NM,467298491.0,https://www.grupomateus.com.br,Consumer Cyclical,Consumer Cyclical,Department Stores,Brazil,,65074-115,25186.0
GOAU3.SA,"1729    8656
1730    8656
Name: CD_CVM, dtype: int64",Metalurgica Gerdau S.A.,GERDAU MET  ON      N1,702116022.0,https://www2.gerdau.com.br,Basic Materials,Basic Materials,Steel,Brazil,55 51 1323 2000,05425-070,8656.0
GOAU4.SA,"1729    8656
1730    8656
Name: CD_CVM, dtype: int64",Metalurgica Gerdau S.A.,GERDAU MET  PN      N1,702116022.0,https://www2.gerdau.com.br,Basic Materials,Basic Materials,Steel,Brazil,55 51 1323 2000,05425-070,8656.0
GOLL4.SA,,Gol Linhas Aéreas Inteligentes S.A.,GOL         PN      N2,172768200.0,https://www.voegol.com.br,Industrials,Industrials,Airlines,Brazil,,04626-020,19569.0
GPAR3.SA,,Companhia CELG de Participações S/A,CELGPAR     ON,2054857.0,https://www.celgpar.com,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,74805-020,21393.0
GPIV33.SA,,"GP Investments, Ltd.",GP INVEST   DR3,34304473.0,https://www.gp-investments.com,Financial Services,Financial Services,Asset Management,Brazil,,04538-132,80020.0
GRND3.SA,"1305    19615
Name: CD_CVM, dtype: int64",Grendene S.A.,GRENDENE    ON      NM,270710350.0,https://www.grendene.com.br,Consumer Cyclical,Consumer Cyclical,Footwear & Accessories,Brazil,,62040-125,19615.0
GSHP3.SA,"1273    21008
1274    21008
Name: CD_CVM, dtype: int64",General Shopping e Outlets do Brasil S.A.,GENERALSHOPPON,534565.0,https://www.generalshopping.com.br,Real Estate,Real Estate,Real Estate - Diversified,Brazil,55 11 3159 3727,01228-200,21008.0
GUAR3.SA,"1317    4669
Name: CD_CVM, dtype: int64",Guararapes Confecções S.A.,GUARARAPES  ON      NM,86506833.0,https://ri.riachuelo.com.br,Consumer Cyclical,Consumer Cyclical,Apparel Retail,Brazil,,05501-050,4669.0
HAGA3.SA,,HAGA S/A Indústria e Comércio,HAGA S/A    ON,8247057.0,https://www.haga.com.br,Industrials,Industrials,Building Products & Equipment,Brazil,55 22 2525 8059,28605-220,13366.0
HAGA4.SA,,HAGA S/A Indústria e Comércio,HAGA S/A    PN,8247057.0,https://www.haga.com.br,Industrials,Industrials,Building Products & Equipment,Brazil,55 22 2525 8059,28605-220,13366.0
HAPV3.SA,"1327    24392
1328    24392
Name: CD_CVM, dtype: int64",Hapvida Participações e Investimentos S.A.,HAPVIDA     ON      NM,4780955322.0,https://ri.hapvida.com.br,Financial Services,Financial Services,Insurance - Life,Brazil,,60140-060,24392.0
HBOR3.SA,"1332    20877
Name: CD_CVM, dtype: int64",Helbor Empreendimentos S.A.,HELBOR      ON      NM,70443548.0,https://www.helbor.com.br,Real Estate,Real Estate,Real Estate Services,Brazil,,08780-500,20877.0
HBRE3.SA,"1331    25402
Name: CD_CVM, dtype: int64",HBR Realty Empreendimentos Imobiliários S.A.,HBR REALTY  ON      NM,48765970.0,https://www.hbrrealty.com.br,Real Estate,Real Estate,Real Estate Services,Brazil,,08710-500,25402.0
HBSA3.SA,"1336    22675
Name: CD_CVM, dtype: int64",Hidrovias do Brasil S.A.,HIDROVIAS   ON      NM,411184518.0,https://hbsa.com.br,Industrials,Industrials,Integrated Freight & Logistics,Brazil,,,22675.0
HBTS5.SA,,Companhia Habitasul de Participações,HABITASUL   PNA,3827198.0,https://www.habitasul.com.br,Real Estate,Real Estate,Real Estate Services,Brazil,,90480-900,3298.0
HETA4.SA,,Hercules S.A - Fábrica de Talheres,HERCULES    PN,126985.0,https://www.hercules.ind.br,Consumer Defensive,Consumer Defensive,Household & Personal Products,Brazil,,,6629.0
HOOT4.SA,,Hotéis Othon S.A.,HOTEIS OTHONPN,9101692.0,https://www.ciahoteisothon.com.br,Consumer Cyclical,Consumer Cyclical,Lodging,Brazil,,20060-001,6700.0
